data\cghd_text\cghd_017854.png	4148
data\cghd_text\cghd_001440.png	5mm
data\cghd_text\cghd_031744.png	8.2K
data\cghd_text\cghd_009338.png	1nF
data\cghd_text\cghd_006018.png	18K
data\cghd_text\cghd_025480.png	1Ω
data\cghd_text\cghd_021484.png	1
data\cghd_text\cghd_013912.png	10
data\cghd_text\cghd_004793.png	1
data\cghd_text\cghd_003927.png	100K
data\cghd_text\cghd_016906.png	16
data\cghd_text\cghd_023582.png	220kΩ
data\cghd_text\cghd_031698.png	+12V
data\cghd_text\cghd_007834.png	22K
data\cghd_text\cghd_020940.png	F
data\cghd_text\cghd_012428.png	10KΩ
data\cghd_text\cghd_032381.png	5
data\cghd_text\cghd_021034.png	1
data\cghd_text\cghd_017884.png	10
data\cghd_text\cghd_001107.png	330
data\cghd_text\cghd_026364.png	1.5V
data\cghd_text\cghd_001628.png	A
data\cghd_text\cghd_008206.png	0
data\cghd_text\cghd_002893.png	1-H-A
data\cghd_text\cghd_031936.png	12k
data\cghd_text\cghd_000885.png	470Ω
data\cghd_text\cghd_022599.png	100KΩ
data\cghd_text\cghd_023118.png	100
data\cghd_text\cghd_001654.png	0
data\cghd_text\cghd_028793.png	47K
data\cghd_text\cghd_025352.png	+
data\cghd_text\cghd_005750.png	10K
data\cghd_text\cghd_026771.png	H
data\cghd_text\cghd_000730.png	475Ω
data\cghd_text\cghd_001568.png	22K
data\cghd_text\cghd_031027.png	+
data\cghd_text\cghd_009310.png	4.1K
data\cghd_text\cghd_033669.png	100n
data\cghd_text\cghd_013772.png	34
data\cghd_text\cghd_018769.png	K2
data\cghd_text\cghd_011002.png	3
data\cghd_text\cghd_018529.png	100K
data\cghd_text\cghd_033009.png	4
data\cghd_text\cghd_012989.png	18
data\cghd_text\cghd_021784.png	+5V
data\cghd_text\cghd_032304.png	555
data\cghd_text\cghd_030242.png	5
data\cghd_text\cghd_021296.png	4
data\cghd_text\cghd_003629.png	14
data\cghd_text\cghd_024861.png	3K
data\cghd_text\cghd_012170.png	5
data\cghd_text\cghd_023612.png	10kΩ
data\cghd_text\cghd_003297.png	12K
data\cghd_text\cghd_014656.png	8
data\cghd_text\cghd_015149.png	1
data\cghd_text\cghd_002051.png	100nF
data\cghd_text\cghd_004626.png	12V
data\cghd_text\cghd_010331.png	M4
data\cghd_text\cghd_016024.png	12
data\cghd_text\cghd_003229.png	5.1MΩ
data\cghd_text\cghd_005062.png	47n
data\cghd_text\cghd_024168.png	100nF
data\cghd_text\cghd_015645.png	34
data\cghd_text\cghd_002315.png	22K
data\cghd_text\cghd_015428.png	10K
data\cghd_text\cghd_023600.png	10kΩ
data\cghd_text\cghd_024519.png	V
data\cghd_text\cghd_035462.png	-
data\cghd_text\cghd_013317.png	31
data\cghd_text\cghd_017908.png	4
data\cghd_text\cghd_007466.png	6
data\cghd_text\cghd_024028.png	K1.4
data\cghd_text\cghd_015321.png	5
data\cghd_text\cghd_013503.png	1
data\cghd_text\cghd_029465.png	9V
data\cghd_text\cghd_029017.png	0
data\cghd_text\cghd_020048.png	100nF
data\cghd_text\cghd_025410.png	10
data\cghd_text\cghd_023764.png	10K
data\cghd_text\cghd_005887.png	8
data\cghd_text\cghd_000893.png	470Ω
data\cghd_text\cghd_015499.png	3
data\cghd_text\cghd_015412.png	2
data\cghd_text\cghd_029988.png	V1
data\cghd_text\cghd_006067.png	5V6
data\cghd_text\cghd_001450.png	100K
data\cghd_text\cghd_016951.png	150nF
data\cghd_text\cghd_025570.png	+3.7V
data\cghd_text\cghd_008052.png	1Ω
data\cghd_text\cghd_033759.png	2K2
data\cghd_text\cghd_005008.png	0
data\cghd_text\cghd_022762.png	100k
data\cghd_text\cghd_008731.png	29
data\cghd_text\cghd_009744.png	M4
data\cghd_text\cghd_022276.png	100
data\cghd_text\cghd_025012.png	25Ω
data\cghd_text\cghd_033956.png	V-
data\cghd_text\cghd_026608.png	10
data\cghd_text\cghd_012002.png	10KΩ
data\cghd_text\cghd_019807.png	9
data\cghd_text\cghd_024689.png	470
data\cghd_text\cghd_030872.png	100
data\cghd_text\cghd_002034.png	12V
data\cghd_text\cghd_007312.png	50nF
data\cghd_text\cghd_001431.png	+12V
data\cghd_text\cghd_032350.png	220Ω
data\cghd_text\cghd_027646.png	7
data\cghd_text\cghd_032667.png	3
data\cghd_text\cghd_027932.png	7400
data\cghd_text\cghd_034709.png	7
data\cghd_text\cghd_011901.png	+
data\cghd_text\cghd_010395.png	M5
data\cghd_text\cghd_018843.png	2
data\cghd_text\cghd_033073.png	8
data\cghd_text\cghd_006074.png	+
data\cghd_text\cghd_026870.png	20mA
data\cghd_text\cghd_027215.png	30.1
data\cghd_text\cghd_003592.png	1M
data\cghd_text\cghd_032698.png	22K
data\cghd_text\cghd_017752.png	5
data\cghd_text\cghd_001827.png	6
data\cghd_text\cghd_019738.png	5V
data\cghd_text\cghd_014114.png	14
data\cghd_text\cghd_028057.png	1
data\cghd_text\cghd_007896.png	22K
data\cghd_text\cghd_014472.png	33
data\cghd_text\cghd_004838.png	1
data\cghd_text\cghd_012811.png	9
data\cghd_text\cghd_004942.png	2.2K
data\cghd_text\cghd_033385.png	220K
data\cghd_text\cghd_025293.png	470pF
data\cghd_text\cghd_025900.png	490Ω
data\cghd_text\cghd_028781.png	+
data\cghd_text\cghd_005275.png	+
data\cghd_text\cghd_020417.png	5
data\cghd_text\cghd_023239.png	100k
data\cghd_text\cghd_014007.png	13
data\cghd_text\cghd_018263.png	500
data\cghd_text\cghd_014249.png	14
data\cghd_text\cghd_006968.png	1
data\cghd_text\cghd_012627.png	22KΩ
data\cghd_text\cghd_020996.png	1K
data\cghd_text\cghd_018668.png	6V
data\cghd_text\cghd_032506.png	2
data\cghd_text\cghd_010498.png	-12V
data\cghd_text\cghd_018630.png	100K
data\cghd_text\cghd_003084.png	6
data\cghd_text\cghd_025889.png	3V3
data\cghd_text\cghd_012033.png	47KΩ
data\cghd_text\cghd_025018.png	2
data\cghd_text\cghd_019967.png	2
data\cghd_text\cghd_030936.png	100
data\cghd_text\cghd_000189.png	0.5Ω
data\cghd_text\cghd_028841.png	47K
data\cghd_text\cghd_022511.png	22KΩ
data\cghd_text\cghd_032182.png	1n
data\cghd_text\cghd_008227.png	2
data\cghd_text\cghd_014170.png	35
data\cghd_text\cghd_012269.png	12
data\cghd_text\cghd_011204.png	2
data\cghd_text\cghd_020567.png	0V
data\cghd_text\cghd_014988.png	220uF
data\cghd_text\cghd_035182.png	12V
data\cghd_text\cghd_026261.png	220K
data\cghd_text\cghd_010736.png	22
data\cghd_text\cghd_023130.png	47pF
data\cghd_text\cghd_006331.png	A1
data\cghd_text\cghd_033814.png	3
data\cghd_text\cghd_033506.png	680KΩ
data\cghd_text\cghd_009611.png	230V
data\cghd_text\cghd_019374.png	2
data\cghd_text\cghd_018554.png	15V
data\cghd_text\cghd_019008.png	6
data\cghd_text\cghd_019890.png	1uF
data\cghd_text\cghd_003021.png	1-H-A
data\cghd_text\cghd_028114.png	7
data\cghd_text\cghd_020207.png	1M
data\cghd_text\cghd_016817.png	32
data\cghd_text\cghd_015065.png	3
data\cghd_text\cghd_022047.png	H0
data\cghd_text\cghd_017020.png	1
data\cghd_text\cghd_014329.png	4
data\cghd_text\cghd_031880.png	33K
data\cghd_text\cghd_029894.png	K1.2
data\cghd_text\cghd_032231.png	3
data\cghd_text\cghd_007314.png	560Ω
data\cghd_text\cghd_000029.png	+
data\cghd_text\cghd_026775.png	400V
data\cghd_text\cghd_016642.png	3
data\cghd_text\cghd_002379.png	0.4V
data\cghd_text\cghd_002794.png	300Ω
data\cghd_text\cghd_007669.png	100n
data\cghd_text\cghd_005130.png	22K
data\cghd_text\cghd_027951.png	4
data\cghd_text\cghd_000992.png	9-12V
data\cghd_text\cghd_026448.png	1.2K
data\cghd_text\cghd_021464.png	4
data\cghd_text\cghd_034520.png	1M
data\cghd_text\cghd_016448.png	2
data\cghd_text\cghd_010995.png	+5V
data\cghd_text\cghd_031466.png	2.2K
data\cghd_text\cghd_031581.png	100pF
data\cghd_text\cghd_028974.png	-
data\cghd_text\cghd_006036.png	15K
data\cghd_text\cghd_002006.png	+
data\cghd_text\cghd_000651.png	9V
data\cghd_text\cghd_001043.png	376nF
data\cghd_text\cghd_027281.png	1MΩ
data\cghd_text\cghd_005932.png	470K
data\cghd_text\cghd_034218.png	1
data\cghd_text\cghd_000180.png	0.5Ω
data\cghd_text\cghd_031995.png	230V
data\cghd_text\cghd_006500.png	1
data\cghd_text\cghd_021054.png	10K
data\cghd_text\cghd_015975.png	1
data\cghd_text\cghd_032851.png	8
data\cghd_text\cghd_023605.png	10kΩ
data\cghd_text\cghd_012448.png	+5V
data\cghd_text\cghd_008793.png	A4
data\cghd_text\cghd_012938.png	n2
data\cghd_text\cghd_030452.png	3
data\cghd_text\cghd_026710.png	1001
data\cghd_text\cghd_022922.png	.47
data\cghd_text\cghd_000593.png	100Ω
data\cghd_text\cghd_015958.png	17
data\cghd_text\cghd_002742.png	10u
data\cghd_text\cghd_028615.png	9.15V
data\cghd_text\cghd_026806.png	100nF
data\cghd_text\cghd_015421.png	1
data\cghd_text\cghd_021894.png	19
data\cghd_text\cghd_033942.png	A
data\cghd_text\cghd_006284.png	3
data\cghd_text\cghd_000666.png	9V
data\cghd_text\cghd_006290.png	2
data\cghd_text\cghd_020501.png	10
data\cghd_text\cghd_003962.png	14
data\cghd_text\cghd_029470.png	0V
data\cghd_text\cghd_019641.png	A
data\cghd_text\cghd_004728.png	16K
data\cghd_text\cghd_029180.png	200Ω
data\cghd_text\cghd_016468.png	1
data\cghd_text\cghd_019079.png	12
data\cghd_text\cghd_006358.png	4
data\cghd_text\cghd_008474.png	10
data\cghd_text\cghd_006282.png	6K8
data\cghd_text\cghd_034673.png	220Ω
data\cghd_text\cghd_019970.png	9
data\cghd_text\cghd_030381.png	3
data\cghd_text\cghd_020034.png	100pF
data\cghd_text\cghd_003386.png	15V
data\cghd_text\cghd_027428.png	20mA
data\cghd_text\cghd_002738.png	2k
data\cghd_text\cghd_032378.png	8
data\cghd_text\cghd_022736.png	100u
data\cghd_text\cghd_033787.png	3
data\cghd_text\cghd_004504.png	12V
data\cghd_text\cghd_010559.png	5K
data\cghd_text\cghd_014684.png	13
data\cghd_text\cghd_030858.png	16V
data\cghd_text\cghd_031136.png	4001
data\cghd_text\cghd_018402.png	5
data\cghd_text\cghd_017726.png	13
data\cghd_text\cghd_025268.png	2
data\cghd_text\cghd_028794.png	3.3K
data\cghd_text\cghd_013036.png	12
data\cghd_text\cghd_004398.png	A3
data\cghd_text\cghd_018125.png	5
data\cghd_text\cghd_002515.png	470
data\cghd_text\cghd_025273.png	m1
data\cghd_text\cghd_011921.png	+
data\cghd_text\cghd_006956.png	7
data\cghd_text\cghd_009848.png	680K
data\cghd_text\cghd_001429.png	270Ω
data\cghd_text\cghd_026831.png	400V
data\cghd_text\cghd_000038.png	9V
data\cghd_text\cghd_033828.png	A
data\cghd_text\cghd_030848.png	100
data\cghd_text\cghd_020857.png	15
data\cghd_text\cghd_005760.png	100u
data\cghd_text\cghd_003742.png	1M
data\cghd_text\cghd_032463.png	4
data\cghd_text\cghd_018076.png	3
data\cghd_text\cghd_025873.png	3.3V
data\cghd_text\cghd_025129.png	0.75
data\cghd_text\cghd_003985.png	12
data\cghd_text\cghd_014800.png	6
data\cghd_text\cghd_034212.png	1
data\cghd_text\cghd_013693.png	1
data\cghd_text\cghd_022642.png	8.2kΩ
data\cghd_text\cghd_010282.png	220
data\cghd_text\cghd_031632.png	330pF
data\cghd_text\cghd_016180.png	10
data\cghd_text\cghd_013311.png	2
data\cghd_text\cghd_021679.png	3.3V
data\cghd_text\cghd_030957.png	+
data\cghd_text\cghd_033692.png	F1
data\cghd_text\cghd_024240.png	100KΩ
data\cghd_text\cghd_014402.png	30pF
data\cghd_text\cghd_005478.png	2.2K
data\cghd_text\cghd_022862.png	330k
data\cghd_text\cghd_026899.png	20mA
data\cghd_text\cghd_001320.png	555
data\cghd_text\cghd_011050.png	8.2Ω
data\cghd_text\cghd_027547.png	100K
data\cghd_text\cghd_016677.png	11
data\cghd_text\cghd_034368.png	25V
data\cghd_text\cghd_009096.png	6
data\cghd_text\cghd_012257.png	1
data\cghd_text\cghd_014046.png	10
data\cghd_text\cghd_031293.png	4.7M
data\cghd_text\cghd_028632.png	+5V
data\cghd_text\cghd_027250.png	8
data\cghd_text\cghd_009773.png	M2
data\cghd_text\cghd_023739.png	10k
data\cghd_text\cghd_003082.png	150Ω
data\cghd_text\cghd_005973.png	10K
data\cghd_text\cghd_035048.png	2
data\cghd_text\cghd_031413.png	1A
data\cghd_text\cghd_030684.png	3
data\cghd_text\cghd_008124.png	500p
data\cghd_text\cghd_019051.png	2
data\cghd_text\cghd_016881.png	A15
data\cghd_text\cghd_034568.png	100K
data\cghd_text\cghd_011159.png	10nF
data\cghd_text\cghd_019369.png	11
data\cghd_text\cghd_003888.png	22K
data\cghd_text\cghd_032175.png	1n
data\cghd_text\cghd_029292.png	6Ω
data\cghd_text\cghd_012993.png	A2
data\cghd_text\cghd_018509.png	10K
data\cghd_text\cghd_028531.png	+5V
data\cghd_text\cghd_013838.png	1u
data\cghd_text\cghd_031983.png	0V
data\cghd_text\cghd_010705.png	3
data\cghd_text\cghd_004915.png	2.2K
data\cghd_text\cghd_033427.png	3
data\cghd_text\cghd_033155.png	10K
data\cghd_text\cghd_000731.png	2.2kΩ
data\cghd_text\cghd_034724.png	25V
data\cghd_text\cghd_014560.png	1K
data\cghd_text\cghd_024591.png	A
data\cghd_text\cghd_024542.png	3
data\cghd_text\cghd_023290.png	14
data\cghd_text\cghd_024254.png	K58
data\cghd_text\cghd_015726.png	23
data\cghd_text\cghd_027183.png	50VA
data\cghd_text\cghd_017478.png	5
data\cghd_text\cghd_029516.png	420
data\cghd_text\cghd_004215.png	4.7K
data\cghd_text\cghd_004463.png	300K
data\cghd_text\cghd_008338.png	3
data\cghd_text\cghd_028033.png	5
data\cghd_text\cghd_003255.png	V301006
data\cghd_text\cghd_020805.png	+3
data\cghd_text\cghd_029072.png	V2
data\cghd_text\cghd_028336.png	+5V
data\cghd_text\cghd_009953.png	+
data\cghd_text\cghd_033927.png	-
data\cghd_text\cghd_026886.png	470
data\cghd_text\cghd_015070.png	1
data\cghd_text\cghd_018664.png	10K
data\cghd_text\cghd_025497.png	1Ω
data\cghd_text\cghd_004000.png	18
data\cghd_text\cghd_014796.png	2
data\cghd_text\cghd_018138.png	16
data\cghd_text\cghd_017780.png	3
data\cghd_text\cghd_005764.png	2
data\cghd_text\cghd_001617.png	A
data\cghd_text\cghd_018998.png	10K
data\cghd_text\cghd_001118.png	2
data\cghd_text\cghd_034486.png	2.2K
data\cghd_text\cghd_017521.png	10K
data\cghd_text\cghd_030438.png	F2
data\cghd_text\cghd_025499.png	+5V
data\cghd_text\cghd_008900.png	9
data\cghd_text\cghd_007374.png	100KΩ
data\cghd_text\cghd_007567.png	7K5
data\cghd_text\cghd_020445.png	+
data\cghd_text\cghd_030299.png	A1
data\cghd_text\cghd_033208.png	1M
data\cghd_text\cghd_025694.png	A5
data\cghd_text\cghd_027647.png	2
data\cghd_text\cghd_031990.png	33k
data\cghd_text\cghd_008859.png	A4
data\cghd_text\cghd_021131.png	+5V
data\cghd_text\cghd_020401.png	11
data\cghd_text\cghd_025783.png	1KΩ
data\cghd_text\cghd_034488.png	100K
data\cghd_text\cghd_019972.png	11
data\cghd_text\cghd_015533.png	8
data\cghd_text\cghd_025025.png	1KΩ
data\cghd_text\cghd_027969.png	7
data\cghd_text\cghd_023286.png	1
data\cghd_text\cghd_004093.png	8
data\cghd_text\cghd_026302.png	220K
data\cghd_text\cghd_020521.png	00
data\cghd_text\cghd_018657.png	10V
data\cghd_text\cghd_035213.png	2.2V
data\cghd_text\cghd_003136.png	10MΩ
data\cghd_text\cghd_027896.png	2
data\cghd_text\cghd_025675.png	3V3
data\cghd_text\cghd_010288.png	1K
data\cghd_text\cghd_031918.png	1K
data\cghd_text\cghd_001642.png	A
data\cghd_text\cghd_013449.png	1
data\cghd_text\cghd_030928.png	16V
data\cghd_text\cghd_009213.png	1K
data\cghd_text\cghd_005885.png	9V
data\cghd_text\cghd_005534.png	20K
data\cghd_text\cghd_033340.png	12V
data\cghd_text\cghd_018454.png	7
data\cghd_text\cghd_005136.png	1
data\cghd_text\cghd_024723.png	102
data\cghd_text\cghd_014001.png	7
data\cghd_text\cghd_020727.png	10uF
data\cghd_text\cghd_032432.png	220Ω
data\cghd_text\cghd_008596.png	6
data\cghd_text\cghd_010793.png	23
data\cghd_text\cghd_021568.png	6.8k
data\cghd_text\cghd_024756.png	470u
data\cghd_text\cghd_020042.png	100uF
data\cghd_text\cghd_007935.png	1.5Ω
data\cghd_text\cghd_026546.png	0V
data\cghd_text\cghd_026142.png	3
data\cghd_text\cghd_002171.png	8
data\cghd_text\cghd_023783.png	56k
data\cghd_text\cghd_003383.png	VM1
data\cghd_text\cghd_006295.png	3A
data\cghd_text\cghd_022839.png	100k
data\cghd_text\cghd_002599.png	1K
data\cghd_text\cghd_005929.png	100n
data\cghd_text\cghd_004166.png	+5V
data\cghd_text\cghd_011633.png	1K
data\cghd_text\cghd_016516.png	A12
data\cghd_text\cghd_021415.png	47K
data\cghd_text\cghd_017533.png	10
data\cghd_text\cghd_018253.png	11
data\cghd_text\cghd_017930.png	500
data\cghd_text\cghd_007714.png	220u
data\cghd_text\cghd_002892.png	23V
data\cghd_text\cghd_006393.png	3
data\cghd_text\cghd_001112.png	4
data\cghd_text\cghd_033879.png	A
data\cghd_text\cghd_019642.png	470
data\cghd_text\cghd_025289.png	-
data\cghd_text\cghd_006086.png	10n
data\cghd_text\cghd_035081.png	5
data\cghd_text\cghd_004030.png	12
data\cghd_text\cghd_026068.png	5V
data\cghd_text\cghd_029658.png	K2.3
data\cghd_text\cghd_031451.png	4756
data\cghd_text\cghd_000456.png	20
data\cghd_text\cghd_013928.png	24
data\cghd_text\cghd_013406.png	12
data\cghd_text\cghd_003657.png	1
data\cghd_text\cghd_033910.png	-
data\cghd_text\cghd_014418.png	21
data\cghd_text\cghd_002211.png	6
data\cghd_text\cghd_033621.png	2k2
data\cghd_text\cghd_012217.png	10
data\cghd_text\cghd_014536.png	25
data\cghd_text\cghd_032922.png	8
data\cghd_text\cghd_013396.png	1
data\cghd_text\cghd_015691.png	3
data\cghd_text\cghd_026727.png	.1nF
data\cghd_text\cghd_016618.png	26
data\cghd_text\cghd_029474.png	-
data\cghd_text\cghd_005114.png	47n
data\cghd_text\cghd_030005.png	3
data\cghd_text\cghd_006457.png	3
data\cghd_text\cghd_031691.png	4069
data\cghd_text\cghd_034377.png	25V
data\cghd_text\cghd_029325.png	2
data\cghd_text\cghd_030140.png	K1
data\cghd_text\cghd_033955.png	4
data\cghd_text\cghd_021755.png	3.3V
data\cghd_text\cghd_012881.png	9
data\cghd_text\cghd_032624.png	6
data\cghd_text\cghd_026992.png	10K
data\cghd_text\cghd_015801.png	1
data\cghd_text\cghd_031902.png	33K
data\cghd_text\cghd_021996.png	2
data\cghd_text\cghd_008423.png	+5V
data\cghd_text\cghd_027794.png	1K
data\cghd_text\cghd_003348.png	15V
data\cghd_text\cghd_003123.png	400V
data\cghd_text\cghd_013479.png	3
data\cghd_text\cghd_004906.png	10K
data\cghd_text\cghd_022529.png	47nF
data\cghd_text\cghd_006816.png	5
data\cghd_text\cghd_035311.png	100Ω
data\cghd_text\cghd_002433.png	150K
data\cghd_text\cghd_009898.png	+
data\cghd_text\cghd_010868.png	3
data\cghd_text\cghd_000230.png	330Ω
data\cghd_text\cghd_032751.png	2
data\cghd_text\cghd_034184.png	1
data\cghd_text\cghd_024588.png	15n
data\cghd_text\cghd_034490.png	4
data\cghd_text\cghd_004624.png	16K
data\cghd_text\cghd_034037.png	.1
data\cghd_text\cghd_011076.png	9V
data\cghd_text\cghd_010528.png	10K
data\cghd_text\cghd_020694.png	15
data\cghd_text\cghd_010798.png	4
data\cghd_text\cghd_017761.png	10K
data\cghd_text\cghd_032258.png	1
data\cghd_text\cghd_007438.png	1K
data\cghd_text\cghd_027344.png	9V..12V
data\cghd_text\cghd_023322.png	330k
data\cghd_text\cghd_007719.png	100n
data\cghd_text\cghd_009466.png	2
data\cghd_text\cghd_025821.png	0V
data\cghd_text\cghd_007643.png	7K5
data\cghd_text\cghd_022871.png	330k
data\cghd_text\cghd_011039.png	14
data\cghd_text\cghd_020943.png	15
data\cghd_text\cghd_002840.png	11kΩ
data\cghd_text\cghd_030266.png	V1
data\cghd_text\cghd_009666.png	1M
data\cghd_text\cghd_006021.png	5V6
data\cghd_text\cghd_020754.png	1K
data\cghd_text\cghd_003836.png	470u
data\cghd_text\cghd_011003.png	5
data\cghd_text\cghd_022140.png	7
data\cghd_text\cghd_014362.png	6
data\cghd_text\cghd_025987.png	2.2kΩ
data\cghd_text\cghd_027093.png	2
data\cghd_text\cghd_015339.png	22p
data\cghd_text\cghd_009902.png	100n
data\cghd_text\cghd_008021.png	10mA
data\cghd_text\cghd_013771.png	22
data\cghd_text\cghd_031760.png	+12V
data\cghd_text\cghd_007078.png	22n
data\cghd_text\cghd_008123.png	+9V
data\cghd_text\cghd_004109.png	3
data\cghd_text\cghd_020730.png	12
data\cghd_text\cghd_023572.png	10nF
data\cghd_text\cghd_028498.png	100nF
data\cghd_text\cghd_019906.png	1uF
data\cghd_text\cghd_011499.png	10kΩ
data\cghd_text\cghd_014032.png	33
data\cghd_text\cghd_006702.png	470
data\cghd_text\cghd_010904.png	+
data\cghd_text\cghd_033659.png	8
data\cghd_text\cghd_032699.png	2K2
data\cghd_text\cghd_029431.png	9V
data\cghd_text\cghd_009019.png	8
data\cghd_text\cghd_004864.png	6.8K
data\cghd_text\cghd_002413.png	220-45V
data\cghd_text\cghd_005915.png	15K
data\cghd_text\cghd_024630.png	+12V
data\cghd_text\cghd_005838.png	3
data\cghd_text\cghd_013570.png	16
data\cghd_text\cghd_010423.png	M4
data\cghd_text\cghd_024564.png	7
data\cghd_text\cghd_014184.png	12
data\cghd_text\cghd_006494.png	4
data\cghd_text\cghd_021324.png	12
data\cghd_text\cghd_001973.png	1
data\cghd_text\cghd_027930.png	2
data\cghd_text\cghd_022249.png	3.3K
data\cghd_text\cghd_021485.png	2
data\cghd_text\cghd_030501.png	2
data\cghd_text\cghd_008988.png	12
data\cghd_text\cghd_002106.png	10nF
data\cghd_text\cghd_027801.png	+9V
data\cghd_text\cghd_013156.png	3
data\cghd_text\cghd_022139.png	6
data\cghd_text\cghd_025105.png	10K
data\cghd_text\cghd_002124.png	1.2K
data\cghd_text\cghd_032592.png	A
data\cghd_text\cghd_007975.png	100Ω
data\cghd_text\cghd_020897.png	V+
data\cghd_text\cghd_004011.png	4
data\cghd_text\cghd_028170.png	47n
data\cghd_text\cghd_001909.png	3
data\cghd_text\cghd_005066.png	1
data\cghd_text\cghd_018907.png	50
data\cghd_text\cghd_023828.png	27k
data\cghd_text\cghd_005101.png	4093
data\cghd_text\cghd_001299.png	555
data\cghd_text\cghd_023134.png	0-20pF
data\cghd_text\cghd_007278.png	1KΩ
data\cghd_text\cghd_026807.png	F1
data\cghd_text\cghd_024704.png	15n
data\cghd_text\cghd_016242.png	6
data\cghd_text\cghd_007034.png	1
data\cghd_text\cghd_022698.png	4.7K
data\cghd_text\cghd_017056.png	150nF
data\cghd_text\cghd_011253.png	2
data\cghd_text\cghd_019892.png	5V
data\cghd_text\cghd_028604.png	+5V
data\cghd_text\cghd_020473.png	1
data\cghd_text\cghd_021519.png	10K
data\cghd_text\cghd_006487.png	V+
data\cghd_text\cghd_033800.png	1KΩ
data\cghd_text\cghd_000888.png	470Ω
data\cghd_text\cghd_029457.png	0V
data\cghd_text\cghd_019670.png	470
data\cghd_text\cghd_003512.png	555
data\cghd_text\cghd_011958.png	10KΩ
data\cghd_text\cghd_023126.png	1000
data\cghd_text\cghd_013804.png	27
data\cghd_text\cghd_025388.png	A
data\cghd_text\cghd_028153.png	1
data\cghd_text\cghd_008705.png	24
